total cases,total deaths,active cases,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,StringencyIndex,pop,density,medianage,urbanpop,smokers,lung,gdp2019,healthexp,healthperpop,avgtemp,avghumidity
593,43,427,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
978,54,749,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
1501,66,1144,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
2336,77,1824,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
2922,92,2278,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
3513,108,2666,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
4747,124,3710,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
5823,145,4009,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
6566,194,4238,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
7161,237,4530,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
8042,291,5020,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
9000,354,5687,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
10075,429,6370,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
11364,514,7321,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
12729,611,7779,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
13938,724,8624,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
14991,853,9142,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
16169,988,9792,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
17361,1135,10516,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
18407,1284,11144,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,46.29,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
19644,1433,11466,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,46.29,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
20610,1556,11419,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,46.29,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
21638,1685,12040,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
23049,1812,12861,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
24811,1934,13964,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
27017,2077,15315,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
29406,2234,16715,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
32332,2378,18821,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
35408,2517,21212,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
38309,2640,23278,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
41495,2757,24827,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
44605,2898,27051,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
47593,3036,29084,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
50468,3160,30597,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
53183,3294,31954,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
55743,3452,32555,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,62.17,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
58226,3603,32612,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,65.34,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
60500,3739,32525,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,65.34,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
62589,3872,31678,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,65.34,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
64586,3993,30781,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,65.34,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
66220,4110,29801,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,65.34,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
68192,4232,28495,3.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,65.34,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
70029,4357,23725,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
71686,4474,23318,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
73303,4585,22735,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
74877,4683,22065,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
76389,4777,21679,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
77995,4869,20897,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
79494,4958,20472,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
80868,5031,19850,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
82211,5118,20070,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,59.53,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
83505,5209,19023,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
84802,5297,18540,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
85996,5391,17492,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
87026,5481,16702,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
88194,5574,16021,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
89328,5650,15485,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
90481,5710,15114,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
91472,5806,14733,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
92584,5877,14268,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
93657,5957,13909,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
94640,6028,13509,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,51.59,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
571,17,554,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,19.05,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
830,25,771,0.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,44.19,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
1287,41,1208,0.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,44.19,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
1975,56,1870,0.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,44.19,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
2744,80,2613,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,66.42,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
4515,106,4349,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,66.42,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
5974,132,5739,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,66.42,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
7711,170,7417,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,66.42,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
9692,213,9308,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,66.42,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
11791,259,11289,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,66.42,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
14380,304,13748,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,66.42,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
17205,361,16369,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,66.42,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
20440,425,19383,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,61.12,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
24324,490,22942,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,61.12,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
28018,563,26302,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,61.12,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
31161,636,28985,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,61.12,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
34546,722,31774,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,61.12,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
37198,811,33738,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,61.12,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
40171,908,35982,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,61.12,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
42638,1016,37626,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
44653,1113,38791,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
58761,1259,51591,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
63851,1380,55748,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
66492,1523,56873,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
68500,1665,57416,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
70548,1770,57934,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
72436,1868,58016,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
74185,2004,57805,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
74576,2118,56301,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
75465,2236,54921,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
76288,2345,53284,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
76936,2442,52093,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
77150,2592,49824,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
77658,2663,47765,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,57.95,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
78064,2715,45600,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
78497,2744,43258,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
78824,2788,39919,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
79251,2835,37414,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
79824,2870,35129,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80026,2912,32616,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80151,2943,30004,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80270,2981,27423,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80409,3012,25353,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80552,3042,23784,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80651,3070,22179,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80695,3097,20533,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80735,3119,19016,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80754,3136,17721,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80778,3158,16136,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80793,3169,14831,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,63.51,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80813,3176,13524,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,59.54,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80824,3189,12088,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,59.54,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80844,3199,10733,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,59.54,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80860,3213,9893,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,59.54,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80881,3226,8967,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,56.37,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
80894,3237,8056,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,56.37,1439323776.0,153.0,38.0,61.0,24.7,63.1,14140163.0,762.0,0.52941528,9.9,39.03333333
